,Date,Customer Name,Item Number,Item  Description,Quantity,Unit Price
43220,12-Nov-19,LIBYA OIL KENYA LTD,AH1196,AIR HOUSING-STANDARD,1,"8,900.00"
43221,12-Nov-19,LIBYA OIL KENYA LTD,AF26389,AIR FILTER-PRIMARY,1,"8,900.00"
43222,12-Nov-19,LIBYA OIL KENYA LTD,AF26389,AIR FILTER-PRIMARY,1,"8,900.00"
43223,12-Nov-19,LIBYA OIL KENYA LTD,FF42000,FUEL FILTER SPIN-ON,1,"2,500.00"
43224,12-Nov-19,LIBYA OIL KENYA LTD,FF42000,FUEL FILTER SPIN-ON,1,"2,500.00"
43225,12-Nov-19,LIBYA OIL KENYA LTD,FS19775,FUEL WATER SEPERATOR,1,"5,357.00"
43226,12-Nov-19,LIBYA OIL KENYA LTD,FS19775,FUEL WATER SEPERATOR,1,"5,357.00"
43227,12-Nov-19,LIBYA OIL KENYA LTD,881949,PREMIUM BLUE,10,450
43228,12-Nov-19,LIBYA OIL KENYA LTD,881949,PREMIUM BLUE,10,450
43229,12-Nov-19,LIBYA OIL KENYA LTD,881949,PREMIUM BLUE,10,450
43230,12-Nov-19,LIBYA OIL KENYA LTD,881949,PREMIUM BLUE,10,450
43231,12-Nov-19,LIBYA OIL KENYA LTD,881949,PREMIUM BLUE,15,450
43232,12-Nov-19,LIBYA OIL KENYA LTD,881949,PREMIUM BLUE,15,450
43233,12-Nov-19,LIBYA OIL KENYA LTD,881949,PREMIUM BLUE,15,450
43234,12-Nov-19,LIBYA OIL KENYA LTD,AF26391,AIR FILTER,1,"8,900.00"
43236,12-Nov-19,LIBYA OIL KENYA LTD,FF42000,FUEL FILTER USER FRIENDLY VERSION OF FF5033/ FF5052/ FF5074,1,"2,500.00"
43237,12-Nov-19,LIBYA OIL KENYA LTD,LF3345,LUBE FILTER,1,"2,500.00"
43238,12-Nov-19,LIBYA OIL KENYA LTD,AF26397,AIR FILTER,1,"8,900.00"
43240,12-Nov-19,LIBYA OIL KENYA LTD,LF3345,LUBE FILTER,1,"2,500.00"
43241,12-Nov-19,LIBYA OIL KENYA LTD,LF3345,LUBE FILTER,1,"2,500.00"
43242,12-Nov-19,LIBYA OIL KENYA LTD,FF42000,FUEL FILTER USER FRIENDLY VERSION OF FF5033/ FF5052/ FF5074,1,"1,249.98"
43243,12-Nov-19,LIBYA OIL KENYA LTD,FF42000,FUEL FILTER USER FRIENDLY VERSION OF FF5033/ FF5052/ FF5074,1,"1,249.98"
43244,12-Nov-19,LIBYA OIL KENYA LTD,881949,PREMIUM BLUE,10,450
43245,12-Nov-19,LIBYA OIL KENYA LTD,881949,PREMIUM BLUE,10,450
43246,12-Nov-19,LIBYA OIL KENYA LTD,881949,PREMIUM BLUE,10,450
43247,12-Nov-19,LIBYA OIL KENYA LTD,881949,PREMIUM BLUE,10,450
43248,12-Nov-19,LIBYA OIL KENYA LTD,FS19775,FUEL WATER SEPERATOR,1,"5,357.00"
43249,12-Nov-19,LIBYA OIL KENYA LTD,FF42000,FUEL FILTER USER FRIENDLY VERSION OF FF5033/ FF5052/ FF5074,1,"2,500.00"
43250,12-Nov-19,LIBYA OIL KENYA LTD,LF3339,LUBE FILTER,1,"2,500.00"
43251,12-Nov-19,LIBYA OIL KENYA LTD,AF26389,AIR FILTER,1,"8,900.00"
43252,12-Nov-19,LIBYA OIL KENYA LTD,881949,PREMIUM BLUE,10,450
43253,12-Nov-19,LIBYA OIL KENYA LTD,FS19775,FUEL WATER SEPERATOR,1,"5,357.00"
43254,12-Nov-19,LIBYA OIL KENYA LTD,FS19775,FUEL WATER SEPERATOR,1,"5,357.00"
43255,12-Nov-19,LIBYA OIL KENYA LTD,AF26389,AIR FILTER,1,"8,900.00"
43256,12-Nov-19,LIBYA OIL KENYA LTD,LF3338,LUBE FILTER,1,"2,500.00"
43257,12-Nov-19,LIBYA OIL KENYA LTD,FF42000,FUEL FILTER USER FRIENDLY VERSION OF FF5033/ FF5052/ FF5074,1,"2,500.00"
43258,12-Nov-19,LIBYA OIL KENYA LTD,881949,PREMIUM BLUE,10,450
43259,12-Nov-19,LIBYA OIL KENYA LTD,881949,PREMIUM BLUE,10,450
43260,12-Nov-19,LIBYA OIL KENYA LTD,881949,PREMIUM BLUE,10,450
43261,12-Nov-19,LIBYA OIL KENYA LTD,AF26389,AIR FILTER,1,"8,900.00"
43262,12-Nov-19,LIBYA OIL KENYA LTD,LF3339,LUBE FILTER,1,"2,500.00"
43263,12-Nov-19,LIBYA OIL KENYA LTD,881949,PREMIUM BLUE,10,450
43264,12-Nov-19,LIBYA OIL KENYA LTD,FF42000,FUEL FILTER USER FRIENDLY VERSION OF FF5033/ FF5052/ FF5074,1,"2,500.00"
43265,12-Nov-19,LIBYA OIL KENYA LTD,FS19775,FUEL WATER SEPERATOR,1,"5,357.00"
43266,12-Nov-19,LIBYA OIL KENYA LTD,LF3338,LUBE FILTER,1,"2,500.00"
43267,12-Nov-19,LIBYA OIL KENYA LTD,LF3338,LUBE FILTER,1,"2,500.00"
43268,12-Nov-19,LIBYA OIL KENYA LTD,FF5114,FUEL FILTER,1,"2,500.00"
43269,12-Nov-19,LIBYA OIL KENYA LTD,AF26187,AIR FILTER,1,"8,900.00"
43270,12-Nov-19,LIBYA OIL KENYA LTD,881949,PREMIUM BLUE,15,450
43271,12-Nov-19,LIBYA OIL KENYA LTD,881949,PREMIUM BLUE,15,450
43272,12-Nov-19,LIBYA OIL KENYA LTD,881949,PREMIUM BLUE,15,450
43273,12-Nov-19,LIBYA OIL KENYA LTD,881949,PREMIUM BLUE,15,450
43274,13-Nov-19,LIBYA OIL KENYA LTD,881949,PREMIUM BLUE,10,450
43275,13-Nov-19,LIBYA OIL KENYA LTD,881949,PREMIUM BLUE,10,450
43276,13-Nov-19,LIBYA OIL KENYA LTD,881949,PREMIUM BLUE,10,450
43277,13-Nov-19,LIBYA OIL KENYA LTD,881949,PREMIUM BLUE,10,450
43278,13-Nov-19,LIBYA OIL KENYA LTD,LF3313,LUBE FILTER,1,"2,500.00"
43281,13-Nov-19,LIBYA OIL KENYA LTD,AF4655KM,AIR FILTER-PRIMARY,1,"8,900.00"
43282,13-Nov-19,LIBYA OIL KENYA LTD,LF3313,LUBE FILTER,1,"2,500.00"
43283,13-Nov-19,CASH SALES - CUMMINS,FF5135,FUEL FILTER (REP FF5060),1,"1,100.00"
43284,13-Nov-19,CASH SALES - CUMMINS,LF3338,LUBE FILTER,1,800
43285,13-Nov-19,CUMMINS C&G LIMITED - POWERGEN(KSH),AF26085JX,AIR FILTER,1,"2,066.11"
43287,13-Nov-19,CUMMINS C&G LIMITED - POWERGEN(KSH),LF16011,LUBE FILTER,1,"1,988.26"
43288,13-Nov-19,CUMMINS C&G LIMITED - POWERGEN(KSH),AF26086JX,AIR FILTER,1,"6,216.54"
43289,13-Nov-19,CUMMINS C&G LIMITED - POWERGEN(KSH),881949,PREMIUM BLUE,10,450
43290,13-Nov-19,CUMMINS C&G LIMITED - POWERGEN(KSH),AF26085JX,AIR FILTER,1,"2,066.11"
43292,13-Nov-19,CUMMINS C&G LIMITED - POWERGEN(KSH),881949,PREMIUM BLUE,10,450
43293,13-Nov-19,CUMMINS C&G LIMITED - POWERGEN(KSH),LF16011,LUBE FILTER,1,"1,988.26"
43294,13-Nov-19,CUMMINS C&G LIMITED - POWERGEN(KSH),AF26086JX,AIR FILTER,1,"6,216.54"
43296,12-Nov-19,LIBYA OIL KENYA LTD,LF700,LUBE FILTER,1,"2,500.00"
43297,12-Nov-19,LIBYA OIL KENYA LTD,AF25539,AIR FILTER,1,"8,900.00"
43298,12-Nov-19,LIBYA OIL KENYA LTD,881949,PREMIUM BLUE,10,450
43299,12-Nov-19,LIBYA OIL KENYA LTD,881949,PREMIUM BLUE,10,450
43300,12-Nov-19,LIBYA OIL KENYA LTD,881949,PREMIUM BLUE,10,450
43301,12-Nov-19,LIBYA OIL KENYA LTD,881949,PREMIUM BLUE,10,450
43302,12-Nov-19,LIBYA OIL KENYA LTD,881949,PREMIUM BLUE,10,450
43303,12-Nov-19,LIBYA OIL KENYA LTD,881949,PREMIUM BLUE,10,450
43304,12-Nov-19,LIBYA OIL KENYA LTD,881949,PREMIUM BLUE,10,450
43305,12-Nov-19,LIBYA OIL KENYA LTD,AF26389,AIR FILTER,1,"8,900.00"
43306,12-Nov-19,LIBYA OIL KENYA LTD,LF3338,LUBE FILTER,1,"2,500.00"
43307,12-Nov-19,LIBYA OIL KENYA LTD,LF3338,LUBE FILTER,1,"2,500.00"
43308,12-Nov-19,LIBYA OIL KENYA LTD,FF42000,FUEL FILTER USER FRIENDLY VERSION OF FF5033/ FF5052/ FF5074,1,"2,500.00"
43309,12-Nov-19,LIBYA OIL KENYA LTD,FF42000,FUEL FILTER USER FRIENDLY VERSION OF FF5033/ FF5052/ FF5074,1,"2,500.00"
43310,12-Nov-19,LIBYA OIL KENYA LTD,AF26389,AIR FILTER,1,"8,900.00"
43311,12-Nov-19,LIBYA OIL KENYA LTD,FS19775,FUEL WATER SEPERATOR,1,"5,357.00"
43312,12-Nov-19,LIBYA OIL KENYA LTD,FS19775,FUEL WATER SEPERATOR,1,"5,357.00"
43313,13-Nov-19,LIBYA OIL KENYA LTD,881949,PREMIUM BLUE,20,450
43314,13-Nov-19,LIBYA OIL KENYA LTD,881949,PREMIUM BLUE,20,450
43315,13-Nov-19,LIBYA OIL KENYA LTD,881949,PREMIUM BLUE,20,450
43316,13-Nov-19,LIBYA OIL KENYA LTD,881949,PREMIUM BLUE,20,450
43317,13-Nov-19,LIBYA OIL KENYA LTD,881949,PREMIUM BLUE,20,450
43318,13-Nov-19,LIBYA OIL KENYA LTD,881949,PREMIUM BLUE,20,450
43319,13-Nov-19,LIBYA OIL KENYA LTD,881949,PREMIUM BLUE,20,450
43320,13-Nov-19,LIBYA OIL KENYA LTD,FS19811,F/W/S CARTRIDGE,1,"5,357.00"
43321,13-Nov-19,LIBYA OIL KENYA LTD,FS19811,F/W/S CARTRIDGE,1,"5,357.00"
43322,13-Nov-19,LIBYA OIL KENYA LTD,FS19811,F/W/S CARTRIDGE,1,"5,357.00"
43323,13-Nov-19,LIBYA OIL KENYA LTD,FS19532,FUEL/WATER SEPARATOR,1,"5,357.00"
43324,13-Nov-19,LIBYA OIL KENYA LTD,FS19532,FUEL/WATER SEPARATOR,1,"5,357.00"
43325,13-Nov-19,LIBYA OIL KENYA LTD,LF3313,LUBE FILTER,2,"2,500.00"
43326,13-Nov-19,LIBYA OIL KENYA LTD,AF26393,AIR FILTER,1,"8,900.00"
43327,13-Nov-19,LIBYA OIL KENYA LTD,AF26389,AIR FILTER-PRIMARY,1,"8,900.00"
43328,13-Nov-19,LIBYA OIL KENYA LTD,LF3313,LUBE FILTER,1,"2,500.00"
43330,13-Nov-19,LIBYA OIL KENYA LTD,881949,PREMIUM BLUE,10,450
43331,13-Nov-19,LIBYA OIL KENYA LTD,881949,PREMIUM BLUE,10,450
43332,13-Nov-19,LIBYA OIL KENYA LTD,881949,PREMIUM BLUE,15,450
43333,13-Nov-19,LIBYA OIL KENYA LTD,881949,PREMIUM BLUE,15,450
43334,13-Nov-19,LIBYA OIL KENYA LTD,881949,PREMIUM BLUE,15,450
43335,13-Nov-19,LIBYA OIL KENYA LTD,881949,PREMIUM BLUE,15,450
43336,13-Nov-19,LIBYA OIL KENYA LTD,FF167,FUEL FILTER,1,"5,357.00"
43337,13-Nov-19,LIBYA OIL KENYA LTD,LF700,LUBE FILTER,1,"2,500.00"
43338,13-Nov-19,LIBYA OIL KENYA LTD,AF435KM,AIR FILTER-PRIMARY,1,"8,900.00"
43339,13-Nov-19,LIBYA OIL KENYA LTD,LF3313,LUBE FILTER,2,"2,500.00"
43340,13-Nov-19,LIBYA OIL KENYA LTD,LF3313,LUBE FILTER,2,"2,500.00"
43341,13-Nov-19,LIBYA OIL KENYA LTD,AF25492,AIR FILTER,1,"8,900.00"
43343,13-Nov-19,LIBYA OIL KENYA LTD,881949,PREMIUM BLUE,20,450
43344,13-Nov-19,LIBYA OIL KENYA LTD,881949,PREMIUM BLUE,20,450
43345,13-Nov-19,LIBYA OIL KENYA LTD,881949,PREMIUM BLUE,20,450
43346,13-Nov-19,LIBYA OIL KENYA LTD,881949,PREMIUM BLUE,20,450
43347,13-Nov-19,TOTAL KENYA LTD,LF3313,LUBE FILTER,1,"6,214.00"
43348,13-Nov-19,TOTAL KENYA LTD,881949,PREMIUM BLUE,10,450
43349,13-Nov-19,TOTAL KENYA LTD,FF5461,FUEL FILTER SPINON,1,"2,626.00"
43350,13-Nov-19,TOTAL KENYA LTD,LF4054,LUBE FILTER,1,"3,897.80"
43353,13-Nov-19,CASH SALES - CUMMINS,LF9080,LUBE FILTER,1,"4,065.00"
43356,13-Nov-19,LIBYA OIL KENYA LTD,LF16243,LUBE FILTER,1,"2,500.00"
43357,13-Nov-19,LIBYA OIL KENYA LTD,AH1196,AIR HOUSING-STANDARD,1,"8,900.00"
43358,13-Nov-19,LIBYA OIL KENYA LTD,881949,PREMIUM BLUE OIL,30,450
43359,13-Nov-19,LIBYA OIL KENYA LTD,FS19775,FUEL WATER SEPERATOR,1,"5,357.00"
43360,13-Nov-19,LIBYA OIL KENYA LTD,FS19775,FUEL WATER SEPERATOR,1,"5,357.00"
43362,13-Nov-19,LIBYA OIL KENYA LTD,AH0113600,RIGID MOUNT AIR SYSTEM,1,"8,900.00"
43363,13-Nov-19,LIBYA OIL KENYA LTD,LF3349,LUBE FILTER,1,"2,500.00"
43364,13-Nov-19,LIBYA OIL KENYA LTD,881949,PREMIUM BLUE,10,450
43365,13-Nov-19,LIBYA OIL KENYA LTD,881949,PREMIUM BLUE,10,450
43366,13-Nov-19,LIBYA OIL KENYA LTD,881949,PREMIUM BLUE,10,450
43367,13-Nov-19,LIBYA OIL KENYA LTD,881949,PREMIUM BLUE,10,450
43368,13-Nov-19,LIBYA OIL KENYA LTD,881949,PREMIUM BLUE,20,450
43369,13-Nov-19,LIBYA OIL KENYA LTD,881949,PREMIUM BLUE,20,450
43370,13-Nov-19,LIBYA OIL KENYA LTD,881949,PREMIUM BLUE,20,450
43371,13-Nov-19,LIBYA OIL KENYA LTD,881949,PREMIUM BLUE,20,450
43372,13-Nov-19,LIBYA OIL KENYA LTD,881949,PREMIUM BLUE,20,450
43373,13-Nov-19,LIBYA OIL KENYA LTD,881949,PREMIUM BLUE,20,450
43374,13-Nov-19,LIBYA OIL KENYA LTD,881949,PREMIUM BLUE,20,450
43375,13-Nov-19,LIBYA OIL KENYA LTD,LF701,LUBE FILTER,2,"2,500.00"
43376,13-Nov-19,LIBYA OIL KENYA LTD,FS19811,F/W/S CARTRIDGE,2,"5,357.00"
43377,13-Nov-19,LIBYA OIL KENYA LTD,FS19811,F/W/S CARTRIDGE,2,"5,357.00"
43378,13-Nov-19,LIBYA OIL KENYA LTD,AF25492,AIR FILTER-PRIMARY,1,"8,900.00"
43379,13-Nov-19,LIBYA OIL KENYA LTD,AF25492,AIR FILTER-PRIMARY,1,"8,900.00"
43380,13-Nov-19,LIBYA OIL KENYA LTD,FS19811,F/W/S CARTRIDGE,2,"5,357.00"
43382,13-Nov-19,LIBYA OIL KENYA LTD,AH0113600,RIGID MOUNT AIR SYSTEM,1,"8,900.00"
43383,13-Nov-19,LIBYA OIL KENYA LTD,LF3959,LUBE FILTER,1,"2,500.00"
43385,13-Nov-19,LIBYA OIL KENYA LTD,881949,PREMIUM BLUE,10,450
43386,13-Nov-19,EQUITY BANK LTD,881949,PREMIUM BLUE,15,500
43387,13-Nov-19,EQUITY BANK LTD,881949,PREMIUM BLUE,15,500
43388,13-Nov-19,EQUITY BANK LTD,881949,PREMIUM BLUE,15,500
43389,13-Nov-19,EQUITY BANK LTD,881949,PREMIUM BLUE,15,500
43390,13-Nov-19,EQUITY BANK LTD,881949,PREMIUM BLUE,15,500
43391,13-Nov-19,EQUITY BANK LTD,LP-LF-10000-59651 (PERKINS),FUEL FILTER,1,"4,500.00"
43392,13-Nov-19,EQUITY BANK LTD,LF3313,LUBE FILTER,1,"3,187.55"
43393,13-Nov-19,EQUITY BANK LTD,LF3313,LUBE FILTER,1,"3,187.55"
43394,13-Nov-19,EQUITY BANK LTD,AF25557,AIR FILTER,1,"3,622.45"
43396,13-Nov-19,LIBYA OIL KENYA LTD,AH0113600,RIGID MOUNT AIR SYSTEM,1,"8,900.00"
43397,13-Nov-19,LIBYA OIL KENYA LTD,LF3349,LUBE FILTER,1,"2,500.00"
43398,13-Nov-19,LIBYA OIL KENYA LTD,FS19775,FUEL WATER SEPERATOR,1,"5,357.00"
43399,13-Nov-19,LIBYA OIL KENYA LTD,881949,PREMIUM BLUE,10,450
43400,13-Nov-19,LIBYA OIL KENYA LTD,881949,PREMIUM BLUE,10,450
43401,13-Nov-19,LIBYA OIL KENYA LTD,881949,PREMIUM BLUE,10,450
43402,13-Nov-19,LIBYA OIL KENYA LTD,881949,PREMIUM BLUE,10,450
43403,13-Nov-19,LIBYA OIL KENYA LTD,881949,PREMIUM BLUE,10,450
43404,13-Nov-19,LIBYA OIL KENYA LTD,881949,PREMIUM BLUE,10,450
43405,13-Nov-19,LIBYA OIL KENYA LTD,881949,PREMIUM BLUE,10,450
43406,13-Nov-19,LIBYA OIL KENYA LTD,881949,PREMIUM BLUE,10,450
43407,13-Nov-19,LIBYA OIL KENYA LTD,AF26389,AIR FILTER-PRIMARY,1,"8,900.00"
43408,13-Nov-19,LIBYA OIL KENYA LTD,AF26389,AIR FILTER-PRIMARY,1,"8,900.00"
43409,13-Nov-19,LIBYA OIL KENYA LTD,FF42000,FUEL FILTER SPIN-ON,1,"2,500.00"
43410,13-Nov-19,LIBYA OIL KENYA LTD,FS19775,FUEL WATER SEPERATOR,1,"5,357.00"
43411,13-Nov-19,LIBYA OIL KENYA LTD,FS19775,FUEL WATER SEPERATOR,1,"5,357.00"
43412,13-Nov-19,LIBYA OIL KENYA LTD,FF42000,FUEL FILTER SPIN-ON,1,"2,500.00"
43418,13-Nov-19,LIBYA OIL KENYA LTD,FS19532,FUEL/WATER SEPARATOR,1,"5,357.00"
43419,13-Nov-19,LIBYA OIL KENYA LTD,FS19811,F/W/S CARTRIDGE,1,"5,357.00"
43420,13-Nov-19,LIBYA OIL KENYA LTD,AF26395,AIR FILTER-PRIMARY,1,"8,900.00"
43421,13-Nov-19,LIBYA OIL KENYA LTD,LF701,LUBE FILTER,2,"2,500.00"
43422,13-Nov-19,LIBYA OIL KENYA LTD,881949,PREMIUM BLUE,20,450
43423,13-Nov-19,LIBYA OIL KENYA LTD,881949,PREMIUM BLUE,20,450
43424,13-Nov-19,LIBYA OIL KENYA LTD,881949,PREMIUM BLUE,20,450
43425,13-Nov-19,LIBYA OIL KENYA LTD,881949,PREMIUM BLUE,15,450
43426,13-Nov-19,LIBYA OIL KENYA LTD,881949,PREMIUM BLUE,15,450
43427,13-Nov-19,LIBYA OIL KENYA LTD,881949,PREMIUM BLUE,15,450
43428,13-Nov-19,LIBYA OIL KENYA LTD,AF26094,AIR FILTER,1,"8,900.00"
43429,13-Nov-19,LIBYA OIL KENYA LTD,LF16061,LUBE FILTER,1,"2,500.00"
43430,13-Nov-19,LIBYA OIL KENYA LTD,AF26093,AIR CLEANER,1,"8,900.00"
43432,13-Nov-19,LIBYA OIL KENYA LTD,LF700,LUBE FILTER,1,"2,500.00"
43434,13-Nov-19,LIBYA OIL KENYA LTD,AF25539,AIR FILTER,1,"8,900.00"
43435,13-Nov-19,LIBYA OIL KENYA LTD,881949,PREMIUM BLUE,10,450
43436,13-Nov-19,LIBYA OIL KENYA LTD,881949,PREMIUM BLUE,10,450
43437,13-Nov-19,LIBYA OIL KENYA LTD,881949,PREMIUM BLUE,10,450
43438,13-Nov-19,CASH SALES - CUMMINS,AF25557,AIR FILTER,1,"3,400.00"
43441,13-Nov-19,LIBYA OIL KENYA LTD,FS1280,FUEL SEPARATOR SPINON STR,1,"5,357.00"
43443,13-Nov-19,LIBYA OIL KENYA LTD,881949,PREMIUM BLUE,15,450
43444,13-Nov-19,LIBYA OIL KENYA LTD,AF25911,AIR FILTER-SECONDARY,1,"8,900.00"
43445,13-Nov-19,LIBYA OIL KENYA LTD,LF3959,LUBE FILTER,1,"2,500.00"
43446,13-Nov-19,LIBYA OIL KENYA LTD,AF25910,AIR FILTER,1,"8,900.00"
43447,14-Nov-19,CAR & GENERAL TRADING (MSA)  - AFTERMARKET(KSH),FF202,FUEL FILTER,12,"2,350.00"
43448,14-Nov-19,CAR & GENERAL TRADING (MSA)  - AFTERMARKET(KSH),AH1100,AIR FILTER HOUSING,10,"14,750.00"
43449,14-Nov-19,CUMMINS C&G LIMITED - POWERGEN(KSH),881949,PREMIUM BLUE,5,275
43451,13-Nov-19,LIBYA OIL KENYA LTD,881949,PREMIUM BLUE,15,450
43453,13-Nov-19,LIBYA OIL KENYA LTD,AF26093,AIR FILTER,1,"8,900.00"
43454,13-Nov-19,LIBYA OIL KENYA LTD,LF16061,LUBE FILTER,1,"2,500.00"
43455,13-Nov-19,LIBYA OIL KENYA LTD,LF16011,LUBE FILTER,1,"2,500.00"
43456,13-Nov-19,LIBYA OIL KENYA LTD,AF26173,AIR FILTER,1,"8,900.00"
43457,13-Nov-19,LIBYA OIL KENYA LTD,FF5114,FUEL FILTER,1,"2,500.00"
43458,13-Nov-19,LIBYA OIL KENYA LTD,881949,PREMIUM BLUE,15,450
43459,13-Nov-19,LIBYA OIL KENYA LTD,881949,PREMIUM BLUE,15,450
43461,14-Nov-19,KTC & BEYOND,881949,PREMIUM BLUE,30,520
43465,14-Nov-19,LIBYA OIL KENYA LTD,881949,PREMIUM BLUE,15,450
43466,14-Nov-19,LIBYA OIL KENYA LTD,881949,PREMIUM BLUE,15,450
43469,14-Nov-19,LIBYA OIL KENYA LTD,AF26093,AIR FILTER,1,"8,900.00"
43470,14-Nov-19,LIBYA OIL KENYA LTD,AF26093,AIR FILTER,1,"8,900.00"
43471,14-Nov-19,LIBYA OIL KENYA LTD,LF16061,LUBE FILTER,1,"2,500.00"
43472,14-Nov-19,LIBYA OIL KENYA LTD,AF26186,AIR FILTER,1,"8,900.00"
43473,14-Nov-19,LIBYA OIL KENYA LTD,881949,PREMIUM BLUE,15,450
43474,14-Nov-19,LIBYA OIL KENYA LTD,LF3339,LUBE FILTER,1,"2,500.00"
43475,14-Nov-19,LIBYA OIL KENYA LTD,881949,PREMIUM BLUE,15,450
43476,14-Nov-19,LIBYA OIL KENYA LTD,FF5114,FUEL FILTER,1,"2,500.00"
43477,14-Nov-19,LIBYA OIL KENYA LTD,FF167,FUEL FILTER,2,"2,500.00"
43478,14-Nov-19,LIBYA OIL KENYA LTD,FF167,FUEL FILTER,2,"2,500.00"
43479,14-Nov-19,LIBYA OIL KENYA LTD,881949,PREMIUM BLUE,15,450
43480,14-Nov-19,LIBYA OIL KENYA LTD,881949,PREMIUM BLUE,15,450
43481,14-Nov-19,LIBYA OIL KENYA LTD,881949,PREMIUM BLUE,15,450
43482,14-Nov-19,LIBYA OIL KENYA LTD,881949,PREMIUM BLUE,15,450
43483,14-Nov-19,LIBYA OIL KENYA LTD,881949,PREMIUM BLUE,15,450
43484,14-Nov-19,LIBYA OIL KENYA LTD,881949,PREMIUM BLUE,15,450
43485,14-Nov-19,LIBYA OIL KENYA LTD,881949,PREMIUM BLUE,15,450
43486,14-Nov-19,LIBYA OIL KENYA LTD,LF701,LUBE FILTER,2,"2,500.00"
43487,14-Nov-19,LIBYA OIL KENYA LTD,AF409KM,AIR FILTER,1,"8,900.00"
43488,14-Nov-19,LIBYA OIL KENYA LTD,AH0113600,RIGID MOUNT AIR SYSTEM,1,"8,900.00"
43490,14-Nov-19,LIBYA OIL KENYA LTD,881949,PREMIUM BLUE,10,450
43491,14-Nov-19,LIBYA OIL KENYA LTD,881949,PREMIUM BLUE,10,450
43492,14-Nov-19,LIBYA OIL KENYA LTD,881949,PREMIUM BLUE,10,450
43493,14-Nov-19,LIBYA OIL KENYA LTD,LF3959,LUBE FILTER,1,"2,500.00"
43494,14-Nov-19,LIBYA OIL KENYA LTD,881949,PREMIUM BLUE,10,450
43495,14-Nov-19,LIBYA OIL KENYA LTD,881949,PREMIUM BLUE,10,450
43496,14-Nov-19,LIBYA OIL KENYA LTD,AF26389,AIR FILTER,1,"8,900.00"
43497,14-Nov-19,LIBYA OIL KENYA LTD,FS19775,FUEL WATER SEPERATOR,1,"2,500.00"
43498,14-Nov-19,LIBYA OIL KENYA LTD,FS19775,FUEL WATER SEPERATOR,1,"2,500.00"
43499,14-Nov-19,LIBYA OIL KENYA LTD,LF3338,LUBE FILTER,1,"2,500.00"
43500,14-Nov-19,LIBYA OIL KENYA LTD,881949,PREMIUM BLUE,10,450
43501,14-Nov-19,LIBYA OIL KENYA LTD,881949,PREMIUM BLUE,10,450
43502,14-Nov-19,LIBYA OIL KENYA LTD,881949,PREMIUM BLUE,10,450
43503,14-Nov-19,LIBYA OIL KENYA LTD,881949,PREMIUM BLUE,10,450
43504,14-Nov-19,LIBYA OIL KENYA LTD,881949,PREMIUM BLUE,10,450
43505,14-Nov-19,LIBYA OIL KENYA LTD,AF25539,AIR FILTER,1,"8,900.00"
43506,14-Nov-19,LIBYA OIL KENYA LTD,FF167,FUEL FILTER,1,424.99
43507,14-Nov-19,LIBYA OIL KENYA LTD,LF700,LUBE FILTER,1,"2,500.00"
43508,12-Nov-19,LIBYA OIL KENYA LTD,FF42000,FUEL FILTER SPIN-ON,1,"2,500.00"
43509,12-Nov-19,LIBYA OIL KENYA LTD,FF42000,FUEL FILTER SPIN-ON,1,"2,500.00"
43510,12-Nov-19,LIBYA OIL KENYA LTD,FS19775,FUEL WATER SEPERATOR,1,"5,357.00"
43511,12-Nov-19,LIBYA OIL KENYA LTD,FS19775,FUEL WATER SEPERATOR,1,"5,357.00"
43512,12-Nov-19,LIBYA OIL KENYA LTD,AF26389,AIR FILTER,1,"8,900.00"
43513,12-Nov-19,LIBYA OIL KENYA LTD,AF26389,AIR FILTER,1,"8,900.00"
43514,12-Nov-19,LIBYA OIL KENYA LTD,881949,PREMIUM BLUE,10,450
43515,12-Nov-19,LIBYA OIL KENYA LTD,881949,PREMIUM BLUE,10,450
43516,12-Nov-19,LIBYA OIL KENYA LTD,881949,PREMIUM BLUE,10,450
43517,12-Nov-19,LIBYA OIL KENYA LTD,881949,PREMIUM BLUE,10,450
43518,13-Nov-19,LIBYA OIL KENYA LTD,881949,PREMIUM BLUE,10,450
43519,13-Nov-19,LIBYA OIL KENYA LTD,AF26094,AIR FILTER,1,"8,900.00"
43520,13-Nov-19,LIBYA OIL KENYA LTD,881949,PREMIUM BLUE,10,450
43521,13-Nov-19,LIBYA OIL KENYA LTD,LF16061,LUBE FILTER,1,"2,500.00"
43523,13-Nov-19,LIBYA OIL KENYA LTD,AF26093,AIR CLEANER,1,"8,900.00"
43524,13-Nov-19,LIBYA OIL KENYA LTD,AF26093,AIR CLEANER,1,"8,900.00"
43525,13-Nov-19,LIBYA OIL KENYA LTD,881949,PREMIUM BLUE,20,450
43526,13-Nov-19,LIBYA OIL KENYA LTD,881949,PREMIUM BLUE,20,450
43527,13-Nov-19,LIBYA OIL KENYA LTD,881949,PREMIUM BLUE,20,450
43528,13-Nov-19,LIBYA OIL KENYA LTD,881949,PREMIUM BLUE,20,450
43529,13-Nov-19,LIBYA OIL KENYA LTD,881949,PREMIUM BLUE,20,450
43530,13-Nov-19,LIBYA OIL KENYA LTD,881949,PREMIUM BLUE,20,450
43531,13-Nov-19,LIBYA OIL KENYA LTD,881949,PREMIUM BLUE,20,450
43533,13-Nov-19,LIBYA OIL KENYA LTD,AF26395,AIR FILTER,1,"8,900.00"
